code,description,last_updated
A0100,Non-emergency transportation; taxi,09/11/2025
A0110,"Non-emergency transportation and bus, intra or inter state carrier",09/11/2025
A0120,"Non-emergency transportation: mini-bus, mountain area transports, or other transportation systems",09/11/2025
A0130,Non-emergency transportation: wheelchair van,09/11/2025
A0140,Non-emergency transportation and air travel (private or commercial) intra or inter state,09/11/2025
A0160,Non-emergency transportation: per mile - case worker or social worker,09/11/2025
A0170,"Transportation ancillary: parking fees, tolls, other",09/11/2025
A0180,Non-emergency transportation: ancillary: lodging-recipient,09/11/2025
A0190,Non-emergency transportation: ancillary: meals-recipient,09/11/2025
A0200,Non-emergency transportation: ancillary: lodging escort,09/11/2025
A0210,Non-emergency transportation: ancillary: meals-escort,09/11/2025
A0225,"Ambulance service, neonatal transport, base rate, emergency transport, one way",09/11/2025
A0380,Bls mileage (per mile),09/11/2025
A0382,Bls routine disposable supplies,09/11/2025
A0384,Bls specialized service disposable supplies; defibrillation (used by als ambulances and bls ambulances in jurisdictions where defibrillation is permitted in bls ambulances),09/11/2025
A0390,Als mileage (per mile),09/11/2025
A0392,Als specialized service disposable supplies; defibrillation (to be used only in jurisdictions where defibrillation cannot be performed in bls ambulances),09/11/2025
A0394,Als specialized service disposable supplies; iv drug therapy,09/11/2025
A0396,Als specialized service disposable supplies; esophageal intubation,09/11/2025
A0398,Als routine disposable supplies,09/11/2025
A0420,"Ambulance waiting time (als or bls), one half (1/2) hour increments",09/11/2025
A0422,"Ambulance (als or bls) oxygen and oxygen supplies, life sustaining situation",09/11/2025
A0424,"Extra ambulance attendant, ground (als or bls) or air (fixed or rotary winged); (requires medical review)",09/11/2025
A0425,"Ground mileage, per statute mile",09/11/2025
A0426,"Ambulance service, advanced life support, non-emergency transport, level 1 (als 1)",09/11/2025
A0427,"Ambulance service, advanced life support, emergency transport, level 1 (als 1 - emergency)",09/11/2025
A0428,"Ambulance service, basic life support, non-emergency transport, (bls)",09/11/2025
A0429,"Ambulance service, basic life support, emergency transport (bls-emergency)",09/11/2025
A0430,"Ambulance service, conventional air services, transport, one way (fixed wing)",09/11/2025
A0431,"Ambulance service, conventional air services, transport, one way (rotary wing)",09/11/2025
A0432,"Paramedic intercept (pi), rural area, transport furnished by a volunteer ambulance company which is prohibited by state law from billing third party payers",09/11/2025
A0433,"Advanced life support, level 2 (als 2)",09/11/2025
A0434,Specialty care transport (sct),09/11/2025
A0435,"Fixed wing air mileage, per statute mile",09/11/2025
A0436,"Rotary wing air mileage, per statute mile",09/11/2025
A0888,"Noncovered ambulance mileage, per mile (e.g., for miles traveled beyond closest appropriate facility)",09/11/2025
A0998,"Ambulance response and treatment, no transport",09/11/2025
A0999,Unlisted ambulance service,09/11/2025
A2001,"Innovamatrix ac, per square centimeter",09/11/2025
A2002,"Mirragen advanced wound matrix, per square centimeter",09/11/2025
A2004,"Xcellistem, 1 mg",09/11/2025
A2005,"Microlyte matrix, per square centimeter",09/11/2025
A2006,"Novosorb synpath dermal matrix, per square centimeter",09/11/2025
A2007,"Restrata, per square centimeter",09/11/2025
A2008,"Theragenesis, per square centimeter",09/11/2025
A2009,"Symphony, per square centimeter",09/11/2025
A2010,"Apis, per square centimeter",09/11/2025
A2011,"Supra sdrm, per square centimeter",09/11/2025
A2012,"Suprathel, per square centimeter",09/11/2025
A2013,"Innovamatrix fs, per square centimeter",09/11/2025
A2014,"Omeza collagen matrix, per 100 mg",09/11/2025
A2015,"Phoenix wound matrix, per square centimeter",09/11/2025
A2016,"Permeaderm b, per square centimeter",09/11/2025
A2017,"Permeaderm glove, each",09/11/2025
A2018,"Permeaderm c, per square centimeter",09/11/2025
A2019,"Kerecis omega3 marigen shield, per square centimeter",09/11/2025
A2020,Ac5 advanced wound system (ac5),09/11/2025
A2021,"Neomatrix, per square centimeter",09/11/2025
A2022,"Innovaburn or innovamatrix xl, per square centimeter",09/11/2025
A2023,"Innovamatrix pd, 1 mg",09/11/2025
A2024,"Resolve matrix or xenopatch, per square centimeter",09/11/2025
A2025,"Miro3d, per cubic centimeter",09/11/2025
A2026,"Restrata minimatrix, 5 mg",09/11/2025
A2027,"Matriderm, per square centimeter",09/11/2025
A2028,"Micromatrix flex, per mg",09/11/2025
A2029,"Mirotract wound matrix sheet, per cubic centimeter",09/11/2025
A2030,"Miro3d fibers, per milligram",09/11/2025
A2031,"Mirodry wound matrix, per square centimeter",09/11/2025
A2032,"Myriad matrix, per square centimeter",09/11/2025
A2033,"Myriad morcells, 4 milligrams",09/11/2025
A2034,"Foundation drs solo, per square centimeter",09/11/2025
A2035,"Corplex p or theracor p or allacor p, per milligram",09/11/2025
A2036,"Cohealyx collagen dermal matrix, per square centimeter",09/11/2025
A2037,"G4derm plus, per milliliter",09/11/2025
A2038,"Marigen pacto, per square centimeter",09/11/2025
A2039,"Innovamatrix fd, per square centimeter",09/11/2025
A4100,"Skin substitute, fda cleared as a device, not otherwise specified",09/11/2025
A4206,"Syringe with needle, sterile, 1 cc or less, each",09/11/2025
A4207,"Syringe with needle, sterile 2 cc, each",09/11/2025
A4208,"Syringe with needle, sterile 3 cc, each",09/11/2025
A4209,"Syringe with needle, sterile 5 cc or greater, each",09/11/2025
A4210,"Needle-free injection device, each",09/11/2025
A4211,Supplies for self-administered injections,09/11/2025
A4212,Non-coring needle or stylet with or without catheter,09/11/2025
A4213,"Syringe, sterile, 20 cc or greater, each",09/11/2025
A4215,"Needle, sterile, any size, each",09/11/2025
A4216,"Sterile water, saline and/or dextrose, diluent/flush, 10 ml",09/11/2025
A4217,"Sterile water/saline, 500 ml",09/11/2025
A4218,"Sterile saline or water, metered dose dispenser, 10 ml",09/11/2025
A4220,Refill kit for implantable infusion pump,09/11/2025
A4221,"Supplies for maintenance of non-insulin drug infusion catheter, per week (list drugs  separately)",09/11/2025
A4222,"Infusion supplies for external drug infusion pump, per cassette or bag (list drugs separately)",09/11/2025
A4223,"Infusion supplies not used with external infusion pump, per cassette or bag (list drugs separately)",09/11/2025
A4224,"Supplies for maintenance of insulin infusion catheter, per week",09/11/2025
A4225,"Supplies for external insulin infusion pump, syringe type cartridge, sterile, each",09/11/2025
A4226,"Supplies for maintenance of insulin infusion pump with dosage rate adjustment using therapeutic continuous glucose sensing, per week",09/11/2025
A4230,"Infusion set for external insulin pump, non needle cannula type",09/11/2025
A4231,"Infusion set for external insulin pump, needle type",09/11/2025
A4232,"Syringe with needle for external insulin pump, sterile, 3 cc",09/11/2025
A4233,"Replacement battery, alkaline (other than j cell), for use with medically necessary home blood glucose monitor owned by patient, each",09/11/2025
A4234,"Replacement battery, alkaline, j cell, for use with medically necessary home blood glucose monitor owned by patient, each",09/11/2025
A4235,"Replacement battery, lithium, for use with medically necessary home blood glucose monitor owned by patient, each",09/11/2025
A4236,"Replacement battery, silver oxide, for use with medically necessary home blood glucose monitor owned by patient, each",09/11/2025
A4238,"Supply allowance for adjunctive, non-implanted continuous glucose monitor (cgm), includes all supplies and accessories, 1 month supply = 1 unit of service",09/11/2025
A4239,"Supply allowance for non-adjunctive, non-implanted continuous glucose monitor (cgm), includes all supplies and accessories, 1 month supply = 1 unit of service",09/11/2025
A4244,"Alcohol or peroxide, per pint",09/11/2025
A4245,"Alcohol wipes, per box",09/11/2025
A4246,"Betadine or phisohex solution, per pint",09/11/2025
A4247,"Betadine or iodine swabs/wipes, per box",09/11/2025
A4248,"Chlorhexidine containing antiseptic, 1 ml",09/11/2025
